,E258K,max,diff,True
708,4.485387458434194e-06,1.0232470704199929e-06,-2.5107374584341934e-06,1
709,4.085416209704932e-06,1.0232470704199929e-06,-3.1406852097049316e-06,1
710,3.2694873648132343e-06,1.0232470704199929e-06,-2.8638503648132344e-06,1
711,2.1932953904939386e-06,1.0232470704199929e-06,-1.9817433904939384e-06,1
712,1.487118168827422e-06,1.0232470704199929e-06,-1.262118168827422e-06,1
713,1.477893618433374e-06,1.0232470704199929e-06,-1.018113618433374e-06,1
714,2.0741910899398467e-06,1.0232470704199929e-06,-1.0258410899398469e-06,1
715,3.1718311826008154e-06,1.0232470704199929e-06,-9.893311826008155e-07,1
716,4.819175844707377e-06,1.0232470704199929e-06,-7.848958447073763e-07,0
717,7.117425159209378e-06,1.0232470704199929e-06,-4.501651592093771e-07,0
718,9.951244132490784e-06,1.0232470704199929e-06,-1.3804132490785221e-08,0
719,1.2389522836497147e-05,1.0232470704199929e-06,4.773771635028531e-07,0
720,1.3045039362446199e-05,1.0232470704199929e-06,7.26860637553802e-07,0
721,1.1259721354223286e-05,1.0232470704199929e-06,9.37778645776714e-07,0
722,8.058990980564503e-06,1.0232470704199929e-06,1.1562190194354974e-06,1
723,5.223768369143299e-06,1.0232470704199929e-06,6.237016308567008e-07,0
724,3.27986405582666e-06,1.0232470704199929e-06,-2.952440558266601e-07,0
725,1.8661977017006913e-06,1.0232470704199929e-06,-5.560777017006912e-07,1
726,8.681756012234905e-07,1.0232470704199929e-06,-1.8243060122349047e-07,0
727,3.056403015648418e-07,1.0232470704199929e-06,2.466906984351582e-07,0
728,7.466489899059656e-08,1.0232470704199929e-06,4.6838410100940346e-07,0
729,1.1637115243698276e-08,1.0232470704199929e-06,5.229958847563018e-07,0
730,1.5636366220396289e-09,1.0232470704199929e-06,5.326983633779604e-07,0
731,6.5223412455446605e-09,1.0232470704199929e-06,6.895186587544554e-07,1
732,4.495938932307749e-08,1.0232470704199929e-06,1.1206806106769224e-06,1
733,1.6777855354202552e-07,1.0232470704199929e-06,1.5352314464579743e-06,1
734,3.3710154764253137e-07,1.0232470704199929e-06,1.4270384523574689e-06,1
735,3.62589030988733e-07,1.0232470704199929e-06,8.19470969011267e-07,1
736,1.7243229250093707e-06,1.0232470704199929e-06,6.926707499062929e-08,0
737,2.8378802189456488e-06,1.0232470704199929e-06,-1.0830021894564922e-07,0
738,3.390678812897797e-06,1.0232470704199929e-06,-5.152688128977972e-07,0
739,3.2014030255520082e-06,1.0232470704199929e-06,-9.565930255520083e-07,0
740,2.633512192575811e-06,1.0232470704199929e-06,-1.3025121925758109e-06,1
741,2.029311010970475e-06,1.0232470704199929e-06,-1.405791010970475e-06,1
742,1.4257483192195228e-06,1.0232470704199929e-06,-1.1500843192195228e-06,1
743,9.468671683840023e-07,1.0232470704199929e-06,-7.699481683840022e-07,1
744,7.951749901906578e-07,1.0232470704199929e-06,-5.563599901906578e-07,1
745,1.0531872778285437e-06,1.0232470704199929e-06,-5.577722778285438e-07,1
746,1.7495216770626916e-06,1.0232470704199929e-06,-6.790216770626916e-07,1
747,2.9127734884691807e-06,1.0232470704199929e-06,-7.801434884691806e-07,1
748,4.6416309347956565e-06,1.0232470704199929e-06,-7.924609347956566e-07,0
749,7.222226442288412e-06,1.0232470704199929e-06,-7.237064422884128e-07,0
750,1.0290724843259944e-05,1.0232470704199929e-06,-3.4765484325994325e-07,0
751,1.1911499212330914e-05,1.0232470704199929e-06,5.529007876690864e-07,0
752,1.051071648703389e-05,1.0232470704199929e-06,1.5553835129661096e-06,0
753,7.051375869568126e-06,1.0232470704199929e-06,2.189594130431874e-06,1
754,3.7847443688778543e-06,1.0232470704199929e-06,2.115295631122146e-06,1
755,1.8292377463583164e-06,1.0232470704199929e-06,1.3007022536416837e-06,1
756,8.934560928701412e-07,1.0232470704199929e-06,4.539339071298587e-07,1
757,4.33708827207339e-07,1.0232470704199929e-06,1.0757017279266094e-07,0
758,1.8999596435572007e-07,1.0232470704199929e-06,1.3087503564427995e-07,0
759,6.45892237209007e-08,1.0232470704199929e-06,2.498357762790993e-07,0
760,1.415902502375932e-08,1.0232470704199929e-06,3.397809749762407e-07,0
761,1.8219986788401574e-09,1.0232470704199929e-06,3.966510013211598e-07,0
762,1.275296045534319e-09,1.0232470704199929e-06,4.817817039544657e-07,1
763,1.1532483738950774e-08,1.0232470704199929e-06,7.038035162610493e-07,1
764,6.334750897057709e-08,1.0232470704199929e-06,1.055912491029423e-06,1
765,1.9676143652926495e-07,1.0232470704199929e-06,1.2502285634707348e-06,1
766,3.4370482349642675e-07,1.0232470704199929e-06,1.0186251765035733e-06,1
767,3.292120730327601e-07,1.0232470704199929e-06,5.229159269672399e-07,1
768,9.396973358169145e-07,1.0232470704199929e-06,3.0248664183085504e-08,0
769,1.6164149524284957e-06,1.0232470704199929e-06,-1.235249524284958e-07,0
770,1.993234582773009e-06,1.0232470704199929e-06,-3.7722458277300924e-07,0
771,1.8179338758104224e-06,1.0232470704199929e-06,-5.354438758104225e-07,0
772,1.3281663401926724e-06,1.0232470704199929e-06,-5.684983401926723e-07,1
773,8.476614119138058e-07,1.0232470704199929e-06,-4.852334119138057e-07,1
774,4.930545284151767e-07,1.0232470704199929e-06,-3.196405284151767e-07,1
775,2.945050897903911e-07,1.0232470704199929e-06,-1.747290897903911e-07,1
776,2.594727538087578e-07,1.0232470704199929e-06,-1.0783475380875782e-07,0
777,4.0777367959279353e-07,1.0232470704199929e-06,-1.2852767959279352e-07,0
778,7.689619161572558e-07,1.0232470704199929e-06,-1.9295191615725575e-07,0
779,1.4877946141816368e-06,1.0232470704199929e-06,-3.037146141816369e-07,1
780,2.9647889425238563e-06,1.0232470704199929e-06,-5.757389425238563e-07,1
781,5.498641039740233e-06,1.0232470704199929e-06,-9.444010397402321e-07,1
782,8.055015062221847e-06,1.0232470704199929e-06,-8.588350622218469e-07,0
783,8.474159747548347e-06,1.0232470704199929e-06,-2.789974754834564e-08,0
784,6.288283593469175e-06,1.0232470704199929e-06,9.284464065308257e-07,0
785,3.391247716707038e-06,1.0232470704199929e-06,1.3585422832929628e-06,1
786,1.4342192512726218e-06,1.0232470704199929e-06,1.1468707487273785e-06,1
787,5.280344599314579e-07,1.0232470704199929e-06,6.430455400685421e-07,1
788,1.8486242918406264e-07,1.0232470704199929e-06,2.6202957081593736e-07,1
789,6.660936117384675e-08,1.0232470704199929e-06,1.1281963882615326e-07,1
790,2.4862945926128548e-08,1.0232470704199929e-06,9.821405407387146e-08,0
791,7.4065836170041634e-09,1.0232470704199929e-06,1.2570341638299584e-07,0
792,1.3121417317415238e-09,1.0232470704199929e-06,1.6544085826825848e-07,0
793,2.0844269000031145e-10,1.0232470704199929e-06,2.242135573099997e-07,0
794,1.3324928618021405e-09,1.0232470704199929e-06,3.2291850713819784e-07,1
795,1.0739221449469386e-08,1.0232470704199929e-06,4.903867785505307e-07,1
796,4.936009205001787e-08,1.0232470704199929e-06,6.835089079499821e-07,1
797,1.3199129284626673e-07,1.0232470704199929e-06,7.469087071537332e-07,1
798,2.0199608991036887e-07,1.0232470704199929e-06,5.895779100896311e-07,1
799,1.7004811769038833e-07,1.0232470704199929e-06,3.148508823096117e-07,1
800,5.01191196629425e-07,1.0232470704199929e-06,1.1159580337057505e-07,0
801,9.058869473696221e-07,1.0232470704199929e-06,6.038505263037798e-08,0
802,1.128307559334052e-06,1.0232470704199929e-06,-9.724755933405194e-08,0
803,1.0180863012391308e-06,1.0232470704199929e-06,-2.3807330123913077e-07,0
804,7.049295537302587e-07,1.0232470704199929e-06,-2.689035537302587e-07,0
805,3.96936672761877e-07,1.0232470704199929e-06,-1.9973667276187703e-07,1
806,1.977568691543153e-07,1.0232470704199929e-06,-1.0474676915431531e-07,0
807,9.390497184265566e-08,1.0232470704199929e-06,-2.7217371842655647e-08,0
808,5.963686871061679e-08,1.0232470704199929e-06,1.5989931289383222e-08,0
809,8.893368596462688e-08,1.0232470704199929e-06,3.004331403537313e-08,0
810,2.33222372904802e-07,1.0232470704199929e-06,7.606627095198e-09,0
811,7.138840670560636e-07,1.0232470704199929e-06,-1.5855506705606364e-07,0
812,1.8961739491455016e-06,1.0232470704199929e-06,-6.061639491455016e-07,1
813,3.7063480318137114e-06,1.0232470704199929e-06,-1.1388880318137116e-06,1
814,4.964187424889505e-06,1.0232470704199929e-06,-1.170377424889505e-06,1
815,4.503398552338441e-06,1.0232470704199929e-06,-5.824785523384414e-07,1
816,2.831004636285922e-06,1.0232470704199929e-06,5.8105363714077994e-08,0
817,1.293558173405436e-06,1.0232470704199929e-06,3.4820182659456394e-07,0
818,4.5598250118877495e-07,1.0232470704199929e-06,3.3140349881122505e-07,0
819,1.3014574192167992e-07,1.0232470704199929e-06,2.0523825807832012e-07,1
820,3.1580945919286667e-08,1.0232470704199929e-06,1.0589405408071334e-07,0
821,6.942334978729794e-09,1.0232470704199929e-06,6.16822650212702e-08,0
822,1.4932490118008046e-09,1.0232470704199929e-06,5.00610509881992e-08,0
823,2.8204631035657877e-10,1.0232470704199929e-06,5.241485368964342e-08,0
824,3.8462914512342066e-11,1.0232470704199929e-06,6.703933708548766e-08,0
825,1.0040876560030328e-10,1.0232470704199929e-06,1.038545912343997e-07,0
826,1.183415896536497e-09,1.0232470704199929e-06,1.678275841034635e-07,0
827,8.032717292580975e-09,1.0232470704199929e-06,2.5859528270741903e-07,1
828,3.156715853883062e-08,1.0232470704199929e-06,3.5325484146116937e-07,1
829,7.163577769030192e-08,1.0232470704199929e-06,3.964082223096981e-07,1
830,9.216848452157445e-08,1.0232470704199929e-06,3.5326351547842556e-07,1
831,6.639768229068872e-08,1.0232470704199929e-06,2.3007131770931127e-07,1
832,2.8592939867276143e-07,1.0232470704199929e-06,2.3259660132723864e-07,0
833,4.961466799475529e-07,1.0232470704199929e-06,2.9882532005244717e-07,0
834,5.947458587037186e-07,1.0232470704199929e-06,1.9828214129628141e-07,0
835,5.094708137791777e-07,1.0232470704199929e-06,3.0427186220822335e-08,0
836,3.156476208085081e-07,1.0232470704199929e-06,-5.252562080850809e-08,0
837,1.4889480543697158e-07,1.0232470704199929e-06,-4.691280543697159e-08,0
838,6.161407611257659e-08,1.0232470704199929e-06,-1.8542276112576585e-08,0
839,2.9142033802897804e-08,1.0232470704199929e-06,1.0384661971021998e-09,0
840,1.8415314812404666e-08,1.0232470704199929e-06,1.669178518759533e-08,0
841,3.0322887117259205e-08,1.0232470704199929e-06,2.7977412882740804e-08,0
842,1.3570303836855636e-07,1.0232470704199929e-06,-1.4581038368556366e-08,0
843,4.994229866032147e-07,1.0232470704199929e-06,-2.0953598660321468e-07,1
844,1.2480640741940392e-06,1.0232470704199929e-06,-5.823040741940393e-07,1
845,2.1074076866839093e-06,1.0232470704199929e-06,-9.124276866839094e-07,1
846,2.3973047701963148e-06,1.0232470704199929e-06,-8.906347701963148e-07,1
847,1.8412506417451932e-06,1.0232470704199929e-06,-5.243906417451932e-07,1
848,9.70456736586025e-07,1.0232470704199929e-06,-1.214667365860251e-07,0
849,3.654697525242518e-07,1.0232470704199929e-06,8.648324747574827e-08,0
850,1.081452584050126e-07,1.0232470704199929e-06,1.1478374159498739e-07,0
851,2.9042286773733616e-08,1.0232470704199929e-06,8.211571322626639e-08,0
852,6.712678358665094e-09,1.0232470704199929e-06,5.21399216413349e-08,0
853,1.0198640870836365e-09,1.0232470704199929e-06,3.381473591291636e-08,0
854,8.845663018633704e-11,1.0232470704199929e-06,2.5312643369813663e-08,0
855,8.823744765604893e-12,1.0232470704199929e-06,2.3315076255234398e-08,0
856,6.774590094303572e-11,1.0232470704199929e-06,3.053075409905697e-08,0
857,7.078879229679802e-10,1.0232470704199929e-06,4.875681207703202e-08,0
858,4.837941318576625e-09,1.0232470704199929e-06,7.410495868142338e-08,0
859,2.212213503265828e-08,1.0232470704199929e-06,1.075878649673417e-07,0
860,6.425842373815617e-08,1.0232470704199929e-06,1.4254857626184384e-07,0
861,1.1347763284113731e-07,1.0232470704199929e-06,1.750143671588627e-07,0
862,1.2330051868234647e-07,1.0232470704199929e-06,1.9161548131765349e-07,0
863,8.448506579614169e-08,1.0232470704199929e-06,1.4850293420385832e-07,0
864,1.5631667634657965e-07,1.0232470704199929e-06,3.2184032365342036e-07,0
865,2.35963273996325e-07,1.0232470704199929e-06,4.55119726003675e-07,0
866,2.589107465409143e-07,1.0232470704199929e-06,3.765542534590857e-07,0
867,2.1796909166736225e-07,1.0232470704199929e-06,1.7741090833263774e-07,0
868,1.494236047557548e-07,1.0232470704199929e-06,3.11583952442452e-08,0
869,8.556127280497299e-08,1.0232470704199929e-06,-1.5600272804972985e-08,0
870,4.445315030974584e-08,1.0232470704199929e-06,-1.5368550309745846e-08,0
871,2.5632394087315972e-08,1.0232470704199929e-06,-7.920394087315972e-09,0
872,1.5507232209154314e-08,1.0232470704199929e-06,5.275067790845686e-09,0
873,3.104481631202256e-08,1.0232470704199929e-06,6.271683687977444e-09,0
874,1.254220346345744e-07,1.0232470704199929e-06,-4.1677834634574404e-08,0
875,3.462952611115679e-07,1.0232470704199929e-06,-1.391382611115679e-07,0
876,6.497105118048373e-07,1.0232470704199929e-06,-2.231125118048373e-07,0
877,8.524431062441933e-07,1.0232470704199929e-06,-2.3832410624419324e-07,0
878,7.640526728030444e-07,1.0232470704199929e-06,-1.658166728030444e-07,0
879,4.595812549928275e-07,1.0232470704199929e-06,-3.6918254992827496e-08,0
880,1.9170784878158085e-07,1.0232470704199929e-06,5.941415121841914e-08,0
881,6.197928764129964e-08,1.0232470704199929e-06,8.312071235870036e-08,0
882,1.8268848130023684e-08,1.0232470704199929e-06,6.73710518699763e-08,0
883,5.024436378144356e-09,1.0232470704199929e-06,4.686876362185564e-08,0
884,9.964985953941802e-10,1.0232470704199929e-06,3.006120140460582e-08,0
885,1.1135568826551786e-10,1.0232470704199929e-06,1.849624431173448e-08,0
886,2.1822928180544466e-11,1.0232470704199929e-06,1.4228577071819454e-08,0
887,2.385571109716657e-10,1.0232470704199929e-06,1.8309842889028334e-08,0
888,2.1528227281951308e-09,1.0232470704199929e-06,2.729287727180487e-08,0
889,1.1676234260110806e-08,1.0232470704199929e-06,2.8508765739889197e-08,0
890,4.0671219877285855e-08,1.0232470704199929e-06,1.5026880122714137e-08,0
891,1.0006990748471098e-07,1.0232470704199929e-06,-1.0708074847109759e-09,0
892,1.8236686137579967e-07,1.0232470704199929e-06,2.9501386242003445e-09,0
893,2.4102951964467443e-07,1.0232470704199929e-06,4.7179480355325606e-08,0
894,2.2747901147014303e-07,1.0232470704199929e-06,1.0252698852985695e-07,0
895,1.5050085648287793e-07,1.0232470704199929e-06,1.0142314351712207e-07,0
896,1.3447664408219205e-07,1.0232470704199929e-06,3.1262035591780797e-07,0
897,1.8163720308180871e-07,1.0232470704199929e-06,4.4852979691819124e-07,0
898,1.722425465845041e-07,1.0232470704199929e-06,4.019324534154959e-07,0
899,1.3455779066698562e-07,1.0232470704199929e-06,2.3175020933301438e-07,0
900,9.594742029379594e-08,1.0232470704199929e-06,8.147757970620405e-08,0
901,6.370965360031572e-08,1.0232470704199929e-06,8.875046399684275e-09,0
902,4.1892374590037376e-08,1.0232470704199929e-06,-1.3000774590037377e-08,0
903,2.328830817876661e-08,1.0232470704199929e-06,-7.96550817876661e-09,0
904,1.1137142629313454e-08,1.0232470704199929e-06,4.101057370686547e-09,0
905,2.120230126029091e-08,1.0232470704199929e-06,6.046198739709092e-09,0
906,6.63755144065996e-08,1.0232470704199929e-06,1.215118559340039e-08,0
907,1.3725619490641418e-07,1.0232470704199929e-06,7.71848050935858e-08,0
908,1.8821368078348679e-07,1.0232470704199929e-06,2.0431931921651323e-07,0
909,1.7582264545933954e-07,1.0232470704199929e-06,2.675743545406604e-07,0
910,1.1394285910471721e-07,1.0232470704199929e-06,2.0714214089528277e-07,0
911,5.584888249789574e-08,1.0232470704199929e-06,1.2266511750210426e-07,0
912,2.393990159239167e-08,1.0232470704199929e-06,8.257009840760832e-08,0
913,8.44693409120972e-09,1.0232470704199929e-06,6.858966590879027e-08,0
914,2.034798790199019e-09,1.0232470704199929e-06,5.5140501209800976e-08,0
915,3.3711945881108513e-10,1.0232470704199929e-06,3.850208054118891e-08,0
916,7.460034206161796e-11,1.0232470704199929e-06,2.1540599657938383e-08,0
917,1.0488995088669774e-10,1.0232470704199929e-06,1.2528310049113302e-08,0
918,5.558189963171445e-10,1.0232470704199929e-06,1.5749981003682856e-08,0
919,5.4304555065180195e-09,1.0232470704199929e-06,2.8706544493481978e-08,0
920,3.4776771883257765e-08,1.0232470704199929e-06,2.9961028116742245e-08,0
921,1.3151391777034906e-07,1.0232470704199929e-06,-3.566451777034906e-08,0
922,3.0679647621251543e-07,1.0232470704199929e-06,-1.7701847621251541e-07,0
923,4.874351126270567e-07,1.0232470704199929e-06,-2.811651126270567e-07,1
924,6.167795700934293e-07,1.0232470704199929e-06,-2.657605700934293e-07,1
925,6.92720004369621e-07,1.0232470704199929e-06,-1.8482500436962101e-07,0
926,6.488081583758607e-07,1.0232470704199929e-06,-1.0040615837586062e-07,0
927,4.4090713234204294e-07,1.0232470704199929e-06,-3.8079132342042924e-08,0
928,2.411788306908249e-07,1.0232470704199929e-06,2.7864316930917504e-07,0
929,3.023842586054969e-07,1.0232470704199929e-06,4.357407413945031e-07,0
930,2.4480539930841705e-07,1.0232470704199929e-06,4.30273600691583e-07,0
931,1.497507554652475e-07,1.0232470704199929e-06,2.8133824453475253e-07,0
932,9.089760915197029e-08,1.0232470704199929e-06,1.1791939084802969e-07,0
933,6.889058928326014e-08,1.0232470704199929e-06,1.3278610716739862e-08,0
934,5.1603508155527596e-08,1.0232470704199929e-06,-2.2301008155527595e-08,0
935,2.7629356030180763e-08,1.0232470704199929e-06,-1.1386656030180761e-08,0
936,1.1799902728611293e-08,1.0232470704199929e-06,1.143509727138871e-08,0
937,9.504251967356548e-09,1.0232470704199929e-06,4.270194803264345e-08,0
938,1.6346511005581805e-08,1.0232470704199929e-06,1.0752948899441821e-07,0
939,2.4836008860997368e-08,1.0232470704199929e-06,2.2489999113900264e-07,0
940,2.577200542322999e-08,1.0232470704199929e-06,3.3202099457677e-07,0
941,2.3510410287344216e-08,1.0232470704199929e-06,3.115365897126558e-07,0
942,2.798889727602811e-08,1.0232470704199929e-06,1.839611027239719e-07,0
943,2.9790813066421275e-08,1.0232470704199929e-06,8.168818693357872e-08,0
944,1.8111723917409025e-08,1.0232470704199929e-06,5.054207608259098e-08,0
945,5.517077226970107e-09,1.0232470704199929e-06,4.715542277302989e-08,0
946,8.947191896653131e-10,1.0232470704199929e-06,3.9219680810334696e-08,0
947,5.771286575876262e-10,1.0232470704199929e-06,2.4454671342412375e-08,0
948,1.6184661568117264e-09,1.0232470704199929e-06,1.1560733843188272e-08,0
949,2.7074597738481688e-09,1.0232470704199929e-06,8.644240226151831e-09,0
950,6.491653215957202e-09,1.0232470704199929e-06,1.8210046784042797e-08,0
951,4.214582388782612e-08,1.0232470704199929e-06,2.508707611217388e-08,0
952,2.1866719210735697e-07,1.0232470704199929e-06,-6.805219210735697e-08,0
953,6.887869617261139e-07,1.0232470704199929e-06,-4.295789617261139e-07,0
954,1.3399099658879393e-06,1.0232470704199929e-06,-9.451029658879393e-07,1
955,1.762666290312653e-06,1.0232470704199929e-06,-1.116975290312653e-06,1
956,1.869963359428404e-06,1.0232470704199929e-06,-8.121933594284038e-07,1
957,1.8770274220098569e-06,1.0232470704199929e-06,-4.611274220098568e-07,0
958,1.6709581897062347e-06,1.0232470704199929e-06,-2.928881897062345e-07,0
959,1.0981438772169895e-06,1.0232470704199929e-06,-1.8612787721698942e-07,0
960,3.615006712671868e-07,1.0232470704199929e-06,3.7030332873281323e-07,0
961,4.231312199371289e-07,1.0232470704199929e-06,5.564587800628711e-07,0
962,3.266956782465219e-07,1.0232470704199929e-06,5.023683217534782e-07,0
963,2.0019964965700267e-07,1.0232470704199929e-06,2.950873503429973e-07,0
964,1.1865305778669903e-07,1.0232470704199929e-06,1.1066494221330096e-07,0
965,7.241069993754771e-08,1.0232470704199929e-06,1.3977700062452287e-08,0
966,4.401975662602784e-08,1.0232470704199929e-06,-1.086725662602784e-08,0
967,2.7676056927403146e-08,1.0232470704199929e-06,4.918143072596852e-09,0
968,1.8822992548720444e-08,1.0232470704199929e-06,4.880210745127956e-08,0
969,1.003033512649762e-08,1.0232470704199929e-06,1.220486648735024e-07,0
970,4.255141088488148e-09,1.0232470704199929e-06,2.1026785891151188e-07,0
971,5.23161577370302e-09,1.0232470704199929e-06,2.91745384226297e-07,0
972,1.4128165607355536e-08,1.0232470704199929e-06,3.173148343926445e-07,0
973,2.9072281156158638e-08,1.0232470704199929e-06,2.526057188438414e-07,0
974,3.7427706469075605e-08,1.0232470704199929e-06,1.524422935309244e-07,1
975,2.780050917107017e-08,1.0232470704199929e-06,9.018249082892983e-08,0
976,1.0982856708588706e-08,1.0232470704199929e-06,6.51463432914113e-08,0
977,2.3113132864711093e-09,1.0232470704199929e-06,4.74687867135289e-08,0
978,1.4675741202184293e-09,1.0232470704199929e-06,3.0696425879781576e-08,0
979,5.653581566403634e-09,1.0232470704199929e-06,1.6506118433596368e-08,0
980,1.2222086985520456e-08,1.0232470704199929e-06,6.329113014479543e-09,0
981,1.4949373215770963e-08,1.0232470704199929e-06,5.931826784229038e-09,0
982,2.787145971231393e-08,1.0232470704199929e-06,1.2783540287686071e-08,0
983,1.3222457426323227e-07,1.0232470704199929e-06,-2.2075574263232265e-08,0
984,5.557514674360886e-07,1.0232470704199929e-06,-2.915454674360886e-07,0
985,1.5346724530119483e-06,1.0232470704199929e-06,-1.0204524530119483e-06,1
986,2.751051204709129e-06,1.0232470704199929e-06,-1.822084204709129e-06,1
987,3.4541202951506407e-06,1.0232470704199929e-06,-1.7562802951506406e-06,1
988,3.55696943631463e-06,1.0232470704199929e-06,-7.915994363146298e-07,0
989,3.446400701451661e-06,1.0232470704199929e-06,9.969298548338343e-09,0
990,2.8954007887171787e-06,1.0232470704199929e-06,1.6645921128282088e-07,0
991,1.74206499298443e-06,1.0232470704199929e-06,6.817500701557007e-08,0
992,2.465550520500769e-07,1.0232470704199929e-06,3.9987994794992307e-07,0
993,2.6011329622892607e-07,1.0232470704199929e-06,4.7556870377107397e-07,0
994,1.9224123880569e-07,1.0232470704199929e-06,3.4756076119431e-07,0
995,1.2253647998247158e-07,1.0232470704199929e-06,1.6571352001752842e-07,0
996,6.986364446701409e-08,1.0232470704199929e-06,5.18443555329859e-08,0
997,3.342964593045953e-08,1.0232470704199929e-06,1.0936754069540473e-08,0
998,1.868223732379338e-08,1.0232470704199929e-06,6.61246267620662e-09,0
999,1.6200056606822702e-08,1.0232470704199929e-06,2.7195943393177298e-08,0
1000,1.1854927605017055e-08,1.0232470704199929e-06,7.604597239498295e-08,0
1001,4.867477071518897e-09,1.0232470704199929e-06,1.383215229284811e-07,0
1002,2.35313923663276e-09,1.0232470704199929e-06,1.9142486076336724e-07,0
1003,6.833296888124555e-09,1.0232470704199929e-06,2.2130270311187544e-07,0
1004,1.596858444234213e-08,1.0232470704199929e-06,2.0926041555765788e-07,1
1005,2.000928102459888e-08,1.0232470704199929e-06,1.606977189754011e-07,1
1006,1.4262331284514147e-08,1.0232470704199929e-06,1.0796666871548586e-07,1
1007,5.986601686204121e-09,1.0232470704199929e-06,7.165919831379589e-08,1
1008,1.4608947007414135e-09,1.0232470704199929e-06,4.660780529925859e-08,0
1009,7.086268701804275e-10,1.0232470704199929e-06,2.927747312981957e-08,0
1010,3.468428204319916e-09,1.0232470704199929e-06,1.7549471795680084e-08,0
1011,1.073339439687562e-08,1.0232470704199929e-06,6.640205603124378e-09,0
1012,1.651760966570824e-08,1.0232470704199929e-06,-3.556096657082414e-10,0
1013,1.801680271129328e-08,1.0232470704199929e-06,1.4112972887067205e-09,0
1014,4.2843913870634526e-08,1.0232470704199929e-06,-1.6680138706345273e-09,0
1015,1.7680566249221944e-07,1.0232470704199929e-06,-6.918266249221944e-08,0
1016,6.170960262799578e-07,1.0232470704199929e-06,-3.690620262799578e-07,1
1017,1.4967850353783131e-06,1.0232470704199929e-06,-9.78317035378313e-07,1
1018,2.4576414110515783e-06,1.0232470704199929e-06,-1.3975214110515784e-06,1
1019,2.9493778432503807e-06,1.0232470704199929e-06,-9.554878432503804e-07,1
1020,3.0199921341265e-06,1.0232470704199929e-06,5.357865873500107e-09,0
1021,2.8346943405345256e-06,1.0232470704199929e-06,5.445456594654749e-07,0
1022,2.128995075618012e-06,1.0232470704199929e-06,4.834749243819879e-07,0
1023,1.0821759595364515e-06,1.0232470704199929e-06,2.2309404046354874e-07,0
